hour,day_of_week,month,is_weekend,is_rush_hour,is_night,is_monsoon,weather_main,road_type,is_junction,is_urban,is_highway,Year,Number of Vehicles Involved,Number of Casualties,Number of Fatalities,Speed Limit (km/h),Driver Age,year,target_binary
9.0,5.0,10.0,1,1,0,0,Other,highway,0,1,0,2022,1,5,3,112,20,2025.0,1
4.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2022,4,8,1,48,40,2025.0,1
14.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2022,4,4,1,103,58,2025.0,1
12.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2023,1,9,5,106,38,2025.0,0
21.0,5.0,10.0,1,0,0,0,Clear,rural,0,1,0,2021,1,5,4,119,58,2025.0,1
4.0,5.0,10.0,1,0,1,0,Storm,urban,0,1,0,2018,1,10,5,47,63,2025.0,0
4.0,5.0,10.0,1,0,1,0,Clear,urban,0,1,0,2020,2,9,5,54,56,2025.0,0
5.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2021,1,1,0,41,61,2025.0,0
11.0,5.0,10.0,1,0,0,0,Fog,rural,0,1,0,2022,4,8,4,41,37,2025.0,1
23.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2023,3,9,4,118,27,2025.0,1
16.0,5.0,10.0,1,0,0,0,Clear,urban,0,1,0,2020,1,0,0,87,45,2025.0,1
22.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2020,3,6,5,71,36,2025.0,1
8.0,5.0,10.0,1,1,0,0,Fog,urban,0,1,0,2022,1,1,3,93,61,2025.0,1
1.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2020,1,6,3,56,62,2025.0,0
4.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2019,2,3,5,50,59,2025.0,1
13.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2019,3,3,3,104,19,2025.0,0
1.0,5.0,10.0,1,0,1,0,Storm,rural,0,1,0,2019,4,0,0,82,52,2025.0,0
22.0,5.0,10.0,1,0,1,0,Rain,rural,0,1,0,2018,1,1,1,106,41,2025.0,1
5.0,5.0,10.0,1,0,1,0,Other,urban,0,1,0,2018,1,2,1,114,59,2025.0,1
22.0,5.0,10.0,1,0,1,0,Storm,urban,0,1,0,2022,3,10,4,105,38,2025.0,1
12.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2022,1,3,3,59,55,2025.0,1
1.0,5.0,10.0,1,0,1,0,Fog,rural,0,1,0,2021,3,3,3,45,40,2025.0,0
0.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2023,1,3,1,98,56,2025.0,1
5.0,5.0,10.0,1,0,1,0,Fog,urban,0,1,0,2021,5,4,3,34,53,2025.0,1
13.0,5.0,10.0,1,0,0,0,Rain,rural,0,1,0,2018,2,4,0,99,68,2025.0,1
13.0,5.0,10.0,1,0,0,0,Other,rural,0,1,0,2020,3,5,2,63,43,2025.0,1
5.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2019,5,9,2,119,44,2025.0,0
7.0,5.0,10.0,1,1,0,0,Clear,highway,0,1,0,2018,3,5,2,65,59,2025.0,1
7.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2020,5,6,4,35,31,2025.0,1
1.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2022,5,3,2,32,68,2025.0,1
8.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2023,5,3,0,43,64,2025.0,0
12.0,5.0,10.0,1,0,0,0,Clear,urban,0,1,0,2022,1,7,0,87,30,2025.0,0
3.0,5.0,10.0,1,0,1,0,Storm,rural,0,1,0,2021,5,0,4,113,67,2025.0,0
20.0,5.0,10.0,1,0,0,0,Rain,rural,0,1,0,2020,4,1,4,75,22,2025.0,1
0.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2023,5,4,5,43,55,2025.0,1
3.0,5.0,10.0,1,0,1,0,Other,rural,0,1,0,2020,2,0,3,48,27,2025.0,1
6.0,5.0,10.0,1,0,0,0,Rain,urban,0,1,0,2021,4,4,2,54,28,2025.0,0
10.0,5.0,10.0,1,0,0,0,Rain,rural,0,1,0,2020,4,1,1,75,69,2025.0,0
22.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2022,4,1,5,79,25,2025.0,1
22.0,5.0,10.0,1,0,1,0,Fog,urban,0,1,0,2023,4,4,2,67,58,2025.0,1
0.0,5.0,10.0,1,0,1,0,Other,urban,0,1,0,2021,4,8,4,71,56,2025.0,0
1.0,5.0,10.0,1,0,1,0,Other,rural,0,1,0,2023,1,6,1,47,65,2025.0,1
5.0,5.0,10.0,1,0,1,0,Rain,rural,0,1,0,2021,4,2,4,107,67,2025.0,1
2.0,5.0,10.0,1,0,1,0,Fog,rural,0,1,0,2019,5,6,0,30,59,2025.0,1
9.0,5.0,10.0,1,1,0,0,Other,urban,0,1,0,2020,4,0,0,40,18,2025.0,1
15.0,5.0,10.0,1,0,0,0,Rain,rural,0,1,0,2022,3,9,3,48,45,2025.0,0
8.0,5.0,10.0,1,1,0,0,Clear,rural,0,1,0,2022,1,3,2,109,23,2025.0,1
12.0,5.0,10.0,1,0,0,0,Fog,rural,0,1,0,2020,5,0,2,108,33,2025.0,1
8.0,5.0,10.0,1,1,0,0,Rain,rural,0,1,0,2023,5,1,4,115,44,2025.0,1
12.0,5.0,10.0,1,0,0,0,Other,rural,0,1,0,2019,5,1,3,31,43,2025.0,1
20.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2018,1,8,3,90,43,2025.0,1
16.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2022,3,10,3,99,28,2025.0,1
6.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2022,5,0,3,120,53,2025.0,0
5.0,5.0,10.0,1,0,1,0,Other,urban,0,1,0,2020,1,5,2,86,35,2025.0,1
5.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2019,3,7,5,82,24,2025.0,1
14.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2020,3,10,4,56,39,2025.0,1
2.0,5.0,10.0,1,0,1,0,Fog,rural,0,1,0,2019,5,5,5,56,61,2025.0,1
15.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2018,1,2,4,79,55,2025.0,0
23.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2020,1,8,1,119,68,2025.0,1
10.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2022,2,6,0,43,37,2025.0,1
15.0,5.0,10.0,1,0,0,0,Fog,rural,0,1,0,2018,2,10,4,77,36,2025.0,1
17.0,5.0,10.0,1,1,0,0,Clear,urban,0,1,0,2023,3,2,4,102,64,2025.0,0
2.0,5.0,10.0,1,0,1,0,Other,rural,0,1,0,2021,1,9,2,99,51,2025.0,1
3.0,5.0,10.0,1,0,1,0,Fog,rural,0,1,0,2021,2,7,1,84,63,2025.0,1
23.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2020,5,7,2,108,53,2025.0,1
17.0,5.0,10.0,1,1,0,0,Fog,highway,0,1,0,2023,3,7,1,117,28,2025.0,1
12.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2019,4,7,5,111,69,2025.0,1
18.0,5.0,10.0,1,1,0,0,Storm,rural,0,1,0,2020,4,5,5,56,18,2025.0,0
0.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2018,1,9,3,40,31,2025.0,0
17.0,5.0,10.0,1,1,0,0,Rain,urban,0,1,0,2023,1,5,3,89,35,2025.0,1
1.0,5.0,10.0,1,0,1,0,Fog,rural,0,1,0,2022,3,4,0,51,30,2025.0,1
6.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2020,5,0,0,98,44,2025.0,1
23.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2018,5,7,0,116,37,2025.0,1
11.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2020,5,5,0,70,70,2025.0,1
15.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2021,4,10,0,79,39,2025.0,1
21.0,5.0,10.0,1,0,0,0,Other,urban,0,1,0,2018,5,5,4,92,60,2025.0,1
2.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2022,5,7,1,114,43,2025.0,0
23.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2022,4,10,2,57,34,2025.0,0
7.0,5.0,10.0,1,1,0,0,Other,highway,0,1,0,2020,3,8,0,77,39,2025.0,1
6.0,5.0,10.0,1,0,0,0,Storm,urban,0,1,0,2019,5,9,4,55,39,2025.0,1
20.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2018,1,10,4,43,45,2025.0,1
12.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2020,1,4,0,44,43,2025.0,0
11.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2022,5,6,2,44,36,2025.0,0
20.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2022,1,1,4,75,46,2025.0,1
3.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2020,2,2,5,58,69,2025.0,0
14.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2021,4,1,1,79,57,2025.0,1
10.0,5.0,10.0,1,0,0,0,Fog,rural,0,1,0,2021,1,1,0,41,52,2025.0,0
21.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2019,2,0,2,109,21,2025.0,1
8.0,5.0,10.0,1,1,0,0,Storm,rural,0,1,0,2019,2,4,4,68,43,2025.0,1
13.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2019,4,3,4,113,31,2025.0,0
21.0,5.0,10.0,1,0,0,0,Other,rural,0,1,0,2020,5,7,5,54,37,2025.0,1
19.0,5.0,10.0,1,1,0,0,Other,rural,0,1,0,2022,4,9,2,101,22,2025.0,1
13.0,5.0,10.0,1,0,0,0,Clear,rural,0,1,0,2021,2,0,3,72,63,2025.0,1
5.0,5.0,10.0,1,0,1,0,Fog,urban,0,1,0,2019,4,6,5,35,47,2025.0,1
2.0,5.0,10.0,1,0,1,0,Fog,urban,0,1,0,2023,4,6,4,47,20,2025.0,1
10.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2020,4,5,4,70,66,2025.0,0
9.0,5.0,10.0,1,1,0,0,Other,urban,0,1,0,2020,4,6,3,114,45,2025.0,1
14.0,5.0,10.0,1,0,0,0,Clear,urban,0,1,0,2018,3,3,2,114,19,2025.0,0
3.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2021,3,9,5,83,34,2025.0,1
6.0,5.0,10.0,1,0,0,0,Fog,urban,0,1,0,2023,3,0,5,106,58,2025.0,1
12.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2018,2,4,4,99,60,2025.0,1
11.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2018,3,2,2,92,43,2025.0,0
23.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2021,2,2,1,59,66,2025.0,1
16.0,5.0,10.0,1,0,0,0,Clear,rural,0,1,0,2023,1,3,3,85,61,2025.0,0
1.0,5.0,10.0,1,0,1,0,Storm,rural,0,1,0,2022,5,1,0,80,57,2025.0,1
6.0,5.0,10.0,1,0,0,0,Other,rural,0,1,0,2020,2,1,0,90,55,2025.0,1
15.0,5.0,10.0,1,0,0,0,Clear,urban,0,1,0,2019,1,6,3,57,37,2025.0,1
14.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2021,1,2,3,46,27,2025.0,1
0.0,5.0,10.0,1,0,1,0,Other,rural,0,1,0,2022,5,9,1,105,59,2025.0,1
19.0,5.0,10.0,1,1,0,0,Rain,rural,0,1,0,2020,5,0,2,82,48,2025.0,0
10.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2022,2,10,0,72,24,2025.0,1
6.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2019,5,2,3,101,55,2025.0,1
20.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2018,1,0,3,88,53,2025.0,1
1.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2020,3,9,2,116,60,2025.0,0
15.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2018,1,6,2,72,35,2025.0,0
9.0,5.0,10.0,1,1,0,0,Other,rural,0,1,0,2019,3,9,1,51,38,2025.0,0
18.0,5.0,10.0,1,1,0,0,Storm,rural,0,1,0,2018,5,3,2,58,33,2025.0,1
17.0,5.0,10.0,1,1,0,0,Other,urban,0,1,0,2022,2,10,3,64,66,2025.0,0
23.0,5.0,10.0,1,0,1,0,Clear,urban,0,1,0,2022,3,1,3,66,54,2025.0,1
12.0,5.0,10.0,1,0,0,0,Rain,urban,0,1,0,2023,3,4,5,115,37,2025.0,1
19.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2022,5,5,0,43,64,2025.0,1
4.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2023,2,1,3,40,41,2025.0,1
3.0,5.0,10.0,1,0,1,0,Other,urban,0,1,0,2023,3,7,1,95,18,2025.0,0
10.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2022,2,0,4,37,39,2025.0,1
5.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2019,3,9,2,47,33,2025.0,1
0.0,5.0,10.0,1,0,1,0,Storm,urban,0,1,0,2020,5,7,2,81,53,2025.0,0
2.0,5.0,10.0,1,0,1,0,Clear,urban,0,1,0,2020,5,6,5,59,33,2025.0,1
2.0,5.0,10.0,1,0,1,0,Clear,urban,0,1,0,2021,2,2,5,108,56,2025.0,1
19.0,5.0,10.0,1,1,0,0,Fog,highway,0,1,0,2021,5,7,3,33,56,2025.0,1
16.0,5.0,10.0,1,0,0,0,Clear,rural,0,1,0,2019,3,6,0,80,40,2025.0,0
8.0,5.0,10.0,1,1,0,0,Rain,urban,0,1,0,2020,5,9,3,114,57,2025.0,0
6.0,5.0,10.0,1,0,0,0,Fog,rural,0,1,0,2023,5,10,4,55,21,2025.0,1
2.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2023,1,9,5,118,24,2025.0,1
23.0,5.0,10.0,1,0,1,0,Storm,rural,0,1,0,2023,3,6,5,55,68,2025.0,1
0.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2022,4,2,5,54,58,2025.0,0
4.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2022,3,1,1,93,50,2025.0,1
1.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2020,5,5,2,49,28,2025.0,1
4.0,5.0,10.0,1,0,1,0,Clear,urban,0,1,0,2022,3,8,5,46,55,2025.0,0
6.0,5.0,10.0,1,0,0,0,Fog,rural,0,1,0,2020,4,9,1,114,49,2025.0,0
8.0,5.0,10.0,1,1,0,0,Other,highway,0,1,0,2019,2,4,1,63,59,2025.0,0
23.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2023,2,10,1,94,63,2025.0,0
15.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2021,3,5,3,51,37,2025.0,1
14.0,5.0,10.0,1,0,0,0,Rain,rural,0,1,0,2018,1,3,1,74,57,2025.0,1
21.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2023,2,10,5,91,25,2025.0,1
21.0,5.0,10.0,1,0,0,0,Fog,rural,0,1,0,2019,5,2,5,99,57,2025.0,1
11.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2020,2,5,1,46,18,2025.0,0
17.0,5.0,10.0,1,1,0,0,Fog,highway,0,1,0,2020,2,10,2,110,38,2025.0,1
3.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2022,3,3,0,109,18,2025.0,1
5.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2022,5,10,0,75,37,2025.0,0
16.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2018,2,9,2,90,19,2025.0,1
22.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2021,4,5,1,30,62,2025.0,0
11.0,5.0,10.0,1,0,0,0,Rain,urban,0,1,0,2023,2,3,3,65,52,2025.0,0
1.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2019,5,5,2,72,30,2025.0,1
15.0,5.0,10.0,1,0,0,0,Storm,rural,0,1,0,2019,2,8,0,83,31,2025.0,1
3.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2020,1,4,0,107,20,2025.0,0
9.0,5.0,10.0,1,1,0,0,Storm,rural,0,1,0,2022,4,1,3,83,42,2025.0,1
8.0,5.0,10.0,1,1,0,0,Other,rural,0,1,0,2021,4,5,2,106,23,2025.0,1
11.0,5.0,10.0,1,0,0,0,Storm,urban,0,1,0,2019,1,6,1,99,61,2025.0,1
7.0,5.0,10.0,1,1,0,0,Other,urban,0,1,0,2021,5,3,3,32,60,2025.0,0
11.0,5.0,10.0,1,0,0,0,Storm,urban,0,1,0,2022,5,2,0,76,31,2025.0,1
18.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2021,4,0,2,97,44,2025.0,0
17.0,5.0,10.0,1,1,0,0,Fog,highway,0,1,0,2022,5,1,5,48,66,2025.0,1
13.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2023,1,10,4,99,54,2025.0,1
22.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2023,3,7,3,78,57,2025.0,0
5.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2022,4,4,5,32,61,2025.0,0
19.0,5.0,10.0,1,1,0,0,Fog,highway,0,1,0,2020,2,1,5,48,69,2025.0,1
22.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2022,5,1,3,68,33,2025.0,1
11.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2022,3,3,2,42,27,2025.0,1
19.0,5.0,10.0,1,1,0,0,Storm,rural,0,1,0,2023,4,8,0,78,31,2025.0,0
3.0,5.0,10.0,1,0,1,0,Fog,rural,0,1,0,2019,3,8,4,82,62,2025.0,1
18.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2019,3,10,2,115,42,2025.0,0
16.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2018,2,0,0,82,62,2025.0,0
15.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2019,2,3,0,117,47,2025.0,1
16.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2023,4,3,4,44,25,2025.0,1
4.0,5.0,10.0,1,0,1,0,Other,rural,0,1,0,2022,4,3,3,80,47,2025.0,1
13.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2019,2,8,5,46,43,2025.0,0
13.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2022,3,8,4,109,37,2025.0,0
0.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2020,3,6,3,109,58,2025.0,0
9.0,5.0,10.0,1,1,0,0,Storm,urban,0,1,0,2018,3,7,3,47,37,2025.0,0
21.0,5.0,10.0,1,0,0,0,Rain,urban,0,1,0,2019,5,10,4,97,28,2025.0,1
22.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2022,4,1,3,30,57,2025.0,0
10.0,5.0,10.0,1,0,0,0,Storm,rural,0,1,0,2018,2,10,1,86,56,2025.0,1
13.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2018,5,3,0,81,51,2025.0,1
20.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2022,5,3,0,77,53,2025.0,0
8.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2018,4,5,0,76,26,2025.0,0
22.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2018,3,10,3,96,41,2025.0,1
17.0,5.0,10.0,1,1,0,0,Clear,highway,0,1,0,2022,5,3,1,77,45,2025.0,1
17.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2022,5,9,5,48,51,2025.0,1
8.0,5.0,10.0,1,1,0,0,Other,highway,0,1,0,2020,1,6,2,46,37,2025.0,1
23.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2019,4,5,3,61,39,2025.0,1
1.0,5.0,10.0,1,0,1,0,Fog,rural,0,1,0,2019,3,2,1,36,49,2025.0,1
8.0,5.0,10.0,1,1,0,0,Storm,urban,0,1,0,2021,3,10,3,100,69,2025.0,0
4.0,5.0,10.0,1,0,1,0,Clear,urban,0,1,0,2018,5,9,0,91,18,2025.0,1
15.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2018,4,2,2,89,57,2025.0,0
9.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2022,2,0,0,87,49,2025.0,1
18.0,5.0,10.0,1,1,0,0,Rain,rural,0,1,0,2020,4,6,3,106,44,2025.0,1
7.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2021,5,6,1,45,25,2025.0,0
5.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2018,5,9,2,106,47,2025.0,0
19.0,5.0,10.0,1,1,0,0,Fog,highway,0,1,0,2022,1,5,5,49,27,2025.0,1
6.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2018,1,1,2,119,40,2025.0,1
11.0,5.0,10.0,1,0,0,0,Clear,rural,0,1,0,2018,2,4,3,73,18,2025.0,1
22.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2022,2,10,2,90,39,2025.0,1
5.0,5.0,10.0,1,0,1,0,Storm,rural,0,1,0,2020,5,6,1,50,35,2025.0,1
9.0,5.0,10.0,1,1,0,0,Other,highway,0,1,0,2019,5,4,3,110,61,2025.0,1
9.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2020,3,1,2,87,57,2025.0,0
19.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2019,3,6,3,70,69,2025.0,1
3.0,5.0,10.0,1,0,1,0,Fog,rural,0,1,0,2023,5,5,5,99,20,2025.0,0
20.0,5.0,10.0,1,0,0,0,Other,rural,0,1,0,2022,2,0,4,53,65,2025.0,1
14.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2023,3,5,1,74,19,2025.0,1
21.0,5.0,10.0,1,0,0,0,Other,urban,0,1,0,2022,1,8,4,51,30,2025.0,1
6.0,5.0,10.0,1,0,0,0,Clear,rural,0,1,0,2018,1,2,5,69,31,2025.0,1
0.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2021,2,3,3,42,38,2025.0,1
14.0,5.0,10.0,1,0,0,0,Other,urban,0,1,0,2022,1,3,2,69,41,2025.0,1
17.0,5.0,10.0,1,1,0,0,Rain,urban,0,1,0,2020,2,8,5,113,34,2025.0,1
7.0,5.0,10.0,1,1,0,0,Fog,highway,0,1,0,2021,4,8,0,73,33,2025.0,1
0.0,5.0,10.0,1,0,1,0,Rain,urban,0,1,0,2023,2,9,4,69,28,2025.0,0
3.0,5.0,10.0,1,0,1,0,Fog,urban,0,1,0,2022,1,1,1,31,20,2025.0,1
21.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2018,4,5,4,59,29,2025.0,1
6.0,5.0,10.0,1,0,0,0,Other,rural,0,1,0,2021,1,0,0,92,41,2025.0,1
5.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2020,2,7,3,34,19,2025.0,1
21.0,5.0,10.0,1,0,0,0,Fog,rural,0,1,0,2022,2,3,0,71,28,2025.0,1
7.0,5.0,10.0,1,1,0,0,Other,urban,0,1,0,2018,4,9,4,38,43,2025.0,0
6.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2023,1,4,1,120,20,2025.0,1
22.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2018,1,9,1,55,67,2025.0,1
19.0,5.0,10.0,1,1,0,0,Storm,urban,0,1,0,2021,1,1,0,82,37,2025.0,0
16.0,5.0,10.0,1,0,0,0,Rain,rural,0,1,0,2023,1,1,1,106,19,2025.0,1
16.0,5.0,10.0,1,0,0,0,Fog,urban,0,1,0,2018,1,0,4,107,60,2025.0,1
22.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2023,1,6,4,60,47,2025.0,0
15.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2018,5,1,3,30,49,2025.0,1
22.0,5.0,10.0,1,0,1,0,Other,urban,0,1,0,2020,3,6,3,32,26,2025.0,0
5.0,5.0,10.0,1,0,1,0,Fog,urban,0,1,0,2019,5,9,1,103,37,2025.0,1
17.0,5.0,10.0,1,1,0,0,Other,rural,0,1,0,2019,1,9,3,57,39,2025.0,1
21.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2020,2,4,0,100,28,2025.0,1
17.0,5.0,10.0,1,1,0,0,Other,highway,0,1,0,2022,4,1,5,101,30,2025.0,0
7.0,5.0,10.0,1,1,0,0,Storm,rural,0,1,0,2020,4,9,3,38,58,2025.0,0
20.0,5.0,10.0,1,0,0,0,Fog,rural,0,1,0,2020,2,3,2,106,52,2025.0,0
1.0,5.0,10.0,1,0,1,0,Fog,urban,0,1,0,2020,5,2,5,94,70,2025.0,0
21.0,5.0,10.0,1,0,0,0,Clear,urban,0,1,0,2023,4,6,3,82,19,2025.0,1
15.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2018,3,1,2,65,40,2025.0,1
0.0,5.0,10.0,1,0,1,0,Storm,urban,0,1,0,2019,4,8,1,95,26,2025.0,1
0.0,5.0,10.0,1,0,1,0,Other,urban,0,1,0,2018,3,0,3,30,41,2025.0,1
5.0,5.0,10.0,1,0,1,0,Rain,urban,0,1,0,2022,1,3,3,83,70,2025.0,1
15.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2022,1,9,1,32,23,2025.0,0
5.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2021,2,9,3,75,52,2025.0,1
22.0,5.0,10.0,1,0,1,0,Storm,urban,0,1,0,2020,2,6,5,110,35,2025.0,0
23.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2020,2,10,0,61,61,2025.0,1
19.0,5.0,10.0,1,1,0,0,Other,highway,0,1,0,2019,3,10,0,103,29,2025.0,1
3.0,5.0,10.0,1,0,1,0,Rain,rural,0,1,0,2021,3,7,4,86,48,2025.0,1
22.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2019,3,3,0,35,50,2025.0,1
12.0,5.0,10.0,1,0,0,0,Rain,urban,0,1,0,2019,5,6,4,103,43,2025.0,1
19.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2018,5,1,5,76,47,2025.0,1
3.0,5.0,10.0,1,0,1,0,Other,rural,0,1,0,2020,1,2,5,119,64,2025.0,1
5.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2019,5,6,0,35,40,2025.0,1
19.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2023,4,5,4,115,32,2025.0,1
13.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2023,1,6,3,84,52,2025.0,1
10.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2018,3,5,3,36,51,2025.0,0
10.0,5.0,10.0,1,0,0,0,Fog,rural,0,1,0,2020,4,7,4,88,18,2025.0,1
4.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2018,5,1,4,32,28,2025.0,1
16.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2019,4,4,0,57,25,2025.0,1
8.0,5.0,10.0,1,1,0,0,Other,highway,0,1,0,2019,4,5,5,115,61,2025.0,1
11.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2019,3,2,5,72,60,2025.0,1
3.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2021,4,9,5,109,48,2025.0,1
5.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2020,5,8,5,83,38,2025.0,1
